user_id,image_id,class
56,467a354f89332302,2
54,4d111b27bc9c3011,2
56,5093d84192abaa05,2
54,50e248a6467ce2c7,2
60,526df6e4d52427fc,2
58,53221e98ecc81da6,2
53,544ebe1fe31dbf29,2
36,56afdd1a8ccfbc25,2
58,5ce5d29af1732a9a,2
56,601ab5cfab957cfd,2
63,617eb93ebe434a31,2
58,62a1abd34f94ad52,2
36,62c5c629704814f1,2
56,6460741ec24c9a09,2
56,677d2f0380bfab5b,2
56,7146fb0ef03ac2b4,2
54,789215ffe84896e3,2
63,7c754fb5d1971bb1,2
56,7cc9ad1e9a6f0db0,2
56,7eb78fdb334bf890,2
57,801a127c44caac18,2
56,8330d0e83bfe11c6,2
62,838a734c3126e5b1,2
54,8cb35c520bd94085,2
56,8d31cb07773fdaa6,2
36,8e308ecd88705400,2
56,8ebd288dc1bdc42a,2
56,8f661e104ef906c7,2
56,8fd17c7589f85eb7,2
57,90e81fb0002997e5,2
60,91fdc30480710b3b,2
58,93eb3caf4899d5c1,2
58,9672629cce51c230,2
58,98dfe884b8a45bd0,2
56,99c1a97f03f485aa,2
58,99e7360087e1c8b5,2
54,9c4e27c506ad8100,2
58,9dd91b05cd00f785,2
61,9ea606d186c15daf,2
58,9f9c4846122f110d,2
56,9fa53d44653062a3,2
56,a36d95b2757e1679,2
57,a7e36f4e27e12815,2
63,ac28062f39826b13,2
58,ac9118efad15a682,2
56,acf48d514b8043be,2
60,aed8cee9e65755a9,2
54,afed6145d867c477,2
53,b14125cac257869a,2
56,b162bbb52920bba5,2
58,b214236a5add1692,2
54,b264ba98645fb428,2
61,b2761039f32e90ef,2
57,b327aebff7a3d521,2
36,b4b1bc333629e4c8,2
56,b5dd5fa4875e4b44,2
56,b65139b757f0382d,2
56,b72596b7a97737c9,2
58,bcd84c1751776361,2
58,bcda244f42456600,2
55,be3bdd88ec1f8b3f,2
63,bec43bbfac92217d,2
56,bfe3a69570d8bf65,2
53,c3e3c5a4ad3cb30c,2
56,c5d77091164a1e39,2
57,c6ec7d66f5b90c16,2
57,c75ac1d43171a450,2
56,c7ca1e36f47491a7,2
61,c7da3e952a82df0a,2
56,c936a5a83004f0cd,2
61,ca9c5cc449e023f8,2
60,cbb6ab99dca14883,2
56,ccbd6760a1aecc89,2
58,d3c45d916c3f305a,2
64,d5ea4bd202fe2018,2
54,d63ebfd704ece4d0,2
57,d7f9eb1e3c36097e,2
29,d815b69476107ebd,2
61,de4b4a623150bdb4,2
56,e1f9af5da72f73b6,2
57,e3af5c059105d4df,2
54,e402f861b0e6f538,2
36,e5350f5619688720,2
58,e73d7e3800eff2d9,2
63,e87bedcd40dd6eb3,2
56,e87e31d4cd093bfb,2
56,e97bd31364379c54,2
56,e99ed1063f783763,2
54,ecddcef3fda97ce1,2
58,eed13b155936cb2a,2
54,ef4affb3645c3976,2
56,f395fe25681b86e1,2
54,f55f949e175f4ed6,2
58,f8cbce4a7024c2fd,2
56,fdd16ecccfb1460a,2
58,ff4d4cdd046a84c0,2
18,004d4522b9540361,3
21,0072235b1278c0f2,3
65,063a724639af4b74,3
66,0c310f9b8748bd11,3
14,1170145873d39da7,3
66,182ff8fe2e44f2a1,3
20,1d0affcabf69561f,3
21,20f0baf16d1521e5,3
21,2c0b7fa3a0775627,3
65,2cc25125f033e274,3
66,2ddbef92ce5642de,3
65,3092c5ebd2dc5179,3
2,30a17c851e6ed256,3
66,324ed7fb889cc45b,3
66,341692d8d31e601d,3
66,35897a28d1aeeddd,3
15,364dc204872492a9,3
67,370c7f57239db228,3
66,3875a6edcda95eda,3
66,3de86aaeb438840c,3
66,40c3a99486fa3ebb,3
65,43c619c6b0a58073,3
15,46e5c06dc337631c,3
66,4946787dfa146f9f,3
21,4d843ccf22db1771,3
66,4f67228a8c856e22,3
15,568eb95b2c0fa389,3
65,5857d4a44aba236f,3
13,5a1021eb100d81f0,3
66,65cc60a83ed3de69,3
66,6fe45ddfcb22d00d,3
65,70691ff1a606e735,3
13,73ab6b9a068d5b99,3
13,7ba46c618df05576,3
13,815a8ad37c4a015f,3
66,832fa70ca2f4bb02,3
20,83cfde43963b47ca,3
18,8586908d8f82ead6,3
21,8775c861f4360031,3
66,887fa582e1cc4dfa,3
13,88a70767562ef67e,3
21,9d69b4451c76d9bc,3
66,a2a5d64260b5d005,3
66,a3a2378ed3067b0c,3
65,aa089add4f8385ea,3
68,af80ec94e4273836,3
66,b01ed21263ad4e9d,3
69,b5a71601ed7bbc6b,3
66,b82c970aebe982d4,3
70,bf17f8d05eee9f8a,3
5,bf9e17ae380d37de,3
70,c458efe092861522,3
66,cbfd5cb832f4460e,3
21,cc505f544ebaa688,3
66,cc55e52467fe7f3d,3
66,cf9256536b9737b0,3
66,d7e16c8f12140cfb,3
12,d81b183c1d638528,3
2,dcfc6a15c5279703,3
66,ddeadecb7e643428,3
66,e3e0a5bc989eb47c,3
19,e50407ac29b99347,3
66,ea7ff69f6fcbb1b4,3
68,eb62da76ef3506a6,3
66,f2a1f54477c68b87,3
66,f428577fea10768a,3
70,fd74afe892480dc9,3
71,02bc53419024080c,4
72,14892c64e1909857,4
71,17d1120048d18729,4
71,1aca1f7e876d902b,4
71,1bf60e63f09ffaf8,4
72,1d194bd55f71111a,4
72,20d6594e95220539,4
71,222e37988503ddf2,4
71,238a5e744a712f46,4
9,25daa4fe0845e2e5,4
73,27edd118e10b9535,4
9,28ba33a1a69db98c,4
74,29c7ee9733d916e3,4
9,2cdae1736021ed1c,4
71,2d4db3f9fe90951b,4
71,2d60edb0b0676b26,4
73,30cc8f03532c69e7,4
75,3decaccc4973ca16,4
9,3eb7094e2070c0be,4
71,3f02774472c1f0d5,4
76,40e127149b772f5a,4
71,41c1ff48fe512a0e,4
73,4508cf28283ad4a7,4
74,4a137b8cfb531bfc,4
77,4a9038ad75cc59ea,4
71,4d43842c64505350,4
78,531fd172a4bd1ddf,4
71,56f5320785d78f6e,4
73,5ab9acaabac255db,4
79,5bb423275bff4695,4
72,5bba83a28587e6d2,4
80,5c784c65748cdae6,4
9,5f8bc34d01ad8662,4
73,64f4aeccea91011a,4
71,6bea4df6ed8a984f,4
71,6caf9aac6bb9cd5c,4
73,6dee7695bca63979,4
71,6e29d6ec3e1da528,4
71,6f3075ab7be2aa00,4
72,74ebda90e1596f56,4
71,790d6f04d4042b1e,4
72,7965d03f0e0a2c16,4
9,7e699cc53ffb6318,4
73,7e7596053ff35b37,4
72,8fe0378127d05f2d,4
71,9517ce0c00d77e50,4
72,99c5d2cf3ff20a60,4
71,a1306b6dcc40ea18,4
81,a21a39123f071b08,4
71,a2732ff07c418c95,4
71,a330a90710856a15,4
72,a5e4707dd757dfc6,4
72,a92125613b9d459c,4
71,ae4ec18f401ed35a,4
9,afc23a119976bd81,4
74,b03798f834796978,4
72,b1bd0178e3758458,4
72,b2ee9816920aa6b2,4
76,b62cede18d82b362,4
73,b9308e733783af22,4
9,b982561128a81a7e,4
9,bb8ad286366e2101,4
72,c560b4f2c1467b7b,4
79,c7458b65c904c472,4
71,ca9e3ad570d374a0,4
9,d25025361fc45757,4
71,d3d4359f7b787d9c,4
71,dc9dbaac1b128808,4
49,e0f451ca6d71d9cd,4
9,e76a06b377fc1ce5,4
75,ed962e19a2fa7fa3,4
9,ee88b27043156cb5,4
9,f0d25c64c0cb44fd,4
73,f0ebc014e415118b,4
71,f3fbb36b2383e27e,4
81,f6a8caeffb2494b4,4
9,f8d40a20d85c79bc,4
71,fa8c7db91bc3cfa9,4
71,fc40f8b8c55b427d,4
82,007eb4fe43146995,5
83,00824f4d1964cc5f,5
47,0a046a9873a1abc5,5
84,0aa388ecb9934ba0,5
85,0ac29629621fdb91,5
86,11916cf6a34fbbdd,5
51,11c4bfcf09c9f7bc,5
87,129ad3534095d420,5
84,1ab64461257bf4c5,5
59,21676236d30c0c91,5
83,2a8a054efd56eca7,5
88,2fc89c923954c481,5
59,361a81f3b94882b0,5
89,4d50aefcd3d95fae,5
90,4e1e2aab06a2d3c6,5
36,4fea5ae39346f29b,5
91,52840e23f8bcb5f4,5
92,53fddfa36fddd4dc,5
93,55fe2b01f4e02331,5
34,5d13bb33a0e34813,5
86,61262d7b41004a61,5
36,61a93b82f89db507,5
86,62405345697ce06e,5
46,6f3878877e1f8a9e,5
84,7032b70aabf68eef,5
84,732bbf6c6b528d7c,5
84,737dde298e74d474,5
59,752aff477f5b8a5c,5
86,7b3767634fb8d5b7,5
86,810dedb49e53465c,5
60,82ca6bf8c3f9fced,5
33,89d1b180dd080398,5
91,8b1943523016441f,5
83,8e87718c7b736ec0,5
83,90798006071d7547,5
47,90f5723a1c3ebca3,5
51,925a551df788befa,5
84,9cbbec23571ad45a,5
93,a89791d18f763816,5
33,a9a075d0a17d628f,5
92,aecb8da8dce47cc8,5
89,b1ac8c47ed08c3d7,5
92,b2132809778e55e7,5
59,b324b3d5a72b28a2,5
89,b68c1e770b8c594e,5
93,bee3f17bdb4bca67,5
60,bfcb79721d1d70f4,5
88,c8287cb9b5f2ea80,5
93,c93016b101478a59,5
92,ca1db19f836a2a3d,5
86,cc7e15e3e41a2a26,5
47,da5be51aabc69a38,5
36,dabe45fa0b764025,5
90,e5510b857afc411e,5
83,ea1440d214757462,5
87,edc92d576b5517d0,5
93,ee2060cf4557414e,5
60,f16756ade95469af,5
84,f48941a29afc00c3,5
93,f6091a5a89cad811,5
86,f7de6eaeccc54971,5
84,f8489b5f64c2e859,5
93,f8b0c4948a78441b,5
86,f919ad115eb9d610,5
92,fa4bb547492b757f,5
93,fabee337a1b8d195,5
90,fe288ad23b91e4f3,5
25,047b1dc3a56e6928,6
94,066e24e479d531cb,6
59,089636249c32843e,6
50,0cfe6048e9071357,6
43,0d3bfd60df68ecb8,6
95,14522c671bca17d9,6
94,14b4a53597860a9a,6
96,14f45cbbb14961a3,6
97,157538b7b14e57d1,6
98,1cac951f416c32c7,6
97,20388f5eb6d037d5,6
98,2a0ee063afa294aa,6
86,2b4abbf3e5a8140c,6
98,2d663a16921ed6c8,6
97,2ec8ee9e24307820,6
89,334ac0e82e36a2ee,6
99,3527e91744787614,6
83,397e5a9d6e16d1ff,6
56,3cc52fcb8d5be2f2,6
56,3f9b635fec9d636f,6
56,40d05d1c1ba2aa1a,6
56,458e1d59799a7298,6
100,4935caa101da8e59,6
56,4edd464de71ab391,6
94,534261b7e2c9057d,6
98,54adae383a5d1940,6
98,6169873efbaf5602,6
94,7927533daa2ae250,6
56,7a0a914bddf016ea,6
94,7e66af6ac88a8bd7,6
79,7fbed4cada79f4d3,6
98,83c8293d481138c4,6
56,88cb3063899b3069,6
25,91c1ae1c215a0347,6
96,92e378b160640743,6
101,9380ac5343b18ca9,6
101,93be9902e1a7c01b,6
56,980849e21b8c9da6,6
97,9c2104a11807609d,6
99,9d769eb1fc34373c,6
102,a460c334e7ca1246,6
96,a583e539cfb5e271,6
97,a5ca484938b0fb37,6
94,a899b9bba3fe6f24,6
25,aa0cd7ad673d2c4b,6
95,b678044993f32a11,6
96,b7d0a1cf63265a77,6
50,b7e0bddcd5dc2b68,6
96,b9497bb91d3679b2,6
43,bc9a1e4f03a794c8,6
99,beb79cf696e063ad,6
59,c066fe2ee3bc13a7,6
43,c33fc648a73b8263,6
100,c4c0ebdf5c30f907,6
103,c7142b70f9871499,6
101,c94e16221719e8fe,6
43,cfd4192bd4ae1dae,6
96,d2156de22c2e4ef4,6
96,d3eb24cd72e0e994,6
97,dcdc307f99acb345,6
94,dfb7f83b06541788,6
43,e57c3b0a41e45ea0,6
56,f0480d3ad119e8d9,6
99,f3e16cebd0524295,6
97,f4cd02ccc2fbf097,6
98,f5d62d04ad23cd25,6
47,fc38dedf3410f7aa,6
104,03d85f982a7818ec,7
104,077e93ee80738805,7
104,0b445a44b0890afb,7
105,0c73635006708c77,7
106,0d9c45eb62da5323,7
104,10e55b92bf81122a,7
105,185819fd74ee83f0,7
104,1a15951a1953b2f7,7
107,1bfb0003edfff81f,7
104,1d8ec958d0286917,7
105,1f8787e6d44c916b,7
107,201d7a8bd26b58e1,7
69,20ad98b1c060d153,7
106,2ae430c13f35701e,7
105,2b7362af2f3ce886,7
104,35a51af6f92459b1,7
104,3a5ffa19b8dc2bba,7
104,3ff7a5fbc5728e3b,7
104,40c3702c43996797,7
104,41672ad45aece49e,7
108,455dedd1b9954d14,7
104,504f9312859944c6,7
20,535f18aceb47a8f6,7
104,54b57cbe944e7dcf,7
106,59dd0b986083bd5d,7
109,5b4e9c46baa79c1b,7
104,5c389c446b436318,7
104,6129f678cae35bfd,7
104,62b4fb021554cfcf,7
104,63aa8011e8269381,7
107,6698f33359bfb892,7
104,67babfd001e0765a,7
105,6939ef4d11d23759,7
106,6ed992167c039b66,7
80,6efd41d91725814d,7
74,6f9f7eaadd0e0705,7
104,726248cc0ee6ef1a,7
104,74096d2a4a7b1f60,7
104,76a97b724c44a89c,7
110,76d585099dca1cdb,7
105,77949b352e581fef,7
104,79eb9d3bf8413f48,7
106,81f6cf1ab0543e67,7
104,838589e924be1cf5,7
20,87a8f83711220ae3,7
108,8b3dbb70304c1d7d,7
74,8d645637349527d6,7
104,8ff136081af1016e,7
106,907658f7c6f1fb8c,7
106,926b3b83ee034cf8,7
106,92be3d6115b9d845,7
104,956bfe37e09d560f,7
106,99f72b1f4f88ca4f,7
106,9c1e1f627d762d3d,7
104,a2a1a7077bb8d601,7
104,a3de462682cdd114,7
17,a7083eee5749a989,7
109,a81af7dcc9e7e98e,7
74,a9032148bdc3a02b,7
106,b7dd108850487eab,7
111,bc4f2c79940a6bdb,7
105,bf33543d38081448,7
104,c1e9a2c05ce90784,7
104,c4526c9923aaff45,7
112,c64d0a751e67a9f5,7
104,c6f3625ee1d98dc8,7
74,cc7040cdeabd460b,7
104,ce895b6775c93562,7
106,cf2f89fec78188d8,7
113,d5e22e88f59728b2,7
106,e1bdaace5a0446a6,7
111,e3affa42c521be0f,7
107,e3f805792e4f6d33,7
105,eaaa9180d8e342cc,7
104,f33b2c0ad70983af,7
104,f4631304cf49a5b0,7
104,fabb08e92b850870,7
80,fd93fa95c18d007a,7
104,fdeff0f483fa6b74,7
104,fec4b4ddfa791f7a,7
114,05907b7d08b68867,8
115,05f9eb29f9156eca,8
88,09f09a09a72a045f,8
47,0c3569fdccf910e2,8
91,108e96a4b10c9616,8
61,132175de05f54641,8
95,157c8a50efc1442e,8
39,17f728f331363f4f,8
116,1d35a0c47965bf3e,8
36,2436eefaf1857af3,8
41,2795640c64f13246,8
115,27de3575a73848c9,8
61,29fe05fec8a5ff1b,8
88,2c1d53d7bce0a278,8
117,2d4588eaebfe40a8,8
118,300dff58141a84c3,8
118,32e571437369a73f,8
37,36d4231a95eddc67,8
91,3f122c1c065e4fd8,8
34,3f2b005b5fc26317,8
50,42048a74a772c843,8
39,4642d89a2d060e25,8
115,474130d26146d2c4,8
119,499d0275831b71fb,8
36,4eaf67c99c00233f,8
25,4ffedacea986564c,8
117,53b8e85467923caf,8
117,5a192c941303bec1,8
88,5c836ed3b9cc3069,8
50,5ee6425f6c065a49,8
115,5f846e62013a2ac7,8
61,638a25df24171642,8
117,640f602277df0d86,8
115,67775f6f152545ef,8
61,69cdcefb65016aa7,8
117,6cd7bc42efd742e4,8
85,709543d91982a2d8,8
117,72baa61a993885cb,8
36,74fe595598f45493,8
95,7ece0b0fde20dccd,8
118,7f4ab949bac7df87,8
25,8074e737e5c6359f,8
88,89bb1c5c96d6285e,8
61,8adc1e2410deda4f,8
92,8af1f479a1c69441,8
36,8b8d708b81c4c9d3,8
39,8c40dd42886dc312,8
39,9274945c67c99845,8
61,93abfa01e933c9fb,8
39,95180de5c1108ca2,8
25,978637dc27bcc44f,8
39,9807ab343af3dbf5,8
116,98f7779e0a5a946c,8
117,9b70f339dc08b4f7,8
41,9e515c537aec4182,8
61,9fbd880f68ff4793,8
25,a02e9c66c6db98c9,8
61,a0eed19945fa347e,8
61,a7f1217a0ff5aabe,8
118,a8e1942b52e321d9,8
88,aa198b413e2aa345,8
120,b38e7928c831658b,8
119,b6c5975db36497b1,8
119,b72fc926651ff5ba,8
115,b936ebefdf7c9587,8
31,bab53fd740ea05bd,8
115,baf985b20d26996d,8
36,c1ee3f183e7293dd,8
117,c38b951a918dafc8,8
88,c51b98385cc884db,8
36,c5351bbb5aa0b278,8
117,cd19b195cde7f900,8
121,cdef84aaa584da67,8
29,ce6a5ad33a1f640a,8
119,d12ce23bee9e3cc6,8
115,d5e824d483ce1206,8
34,d68fbcf0de4108cc,8
114,d7c264d88ad3b563,8
92,e3a9eccda72e31e1,8
94,e3e1947340f85ee2,8
115,e7d44b76ba7deaa9,8
29,e86fcb05c064b5cb,8
85,eaafcbad0900dc36,8
117,ed52dc6bed4e868e,8
52,eefc9df1b2c717ca,8
100,ef2bbb7777500d62,8
117,ef4fccb84fe988c5,8
119,f52113348003eeea,8
37,f56b94ef5b18fc35,8
88,f73d7a8099a8e662,8
118,fb8d01a292b5c81a,8
12,022d5da3f2883abe,9
122,0452b733bdd6e2de,9
0,0e69c0d3e94f4b34,9
0,0fcef3e57e317da1,9
66,162c7538f82b5ccb,9
14,1d05d755ab59bd21,9
122,1e3488eefcd15463,9
66,2095a010b6967d42,9
2,21418f8c453a5e4d,9
12,261872e6c949669a,9
24,29641c4f8f1dfebf,9
66,2dd0d043de1d209b,9
0,3392f08bf6e61be4,9
0,36f47c6a657ffa22,9
123,3a41eb767cb8062b,9
66,3c255dae5547d18b,9
123,497ae2023ddbdbae,9
24,4c5588cf5f5a130c,9
9,5a3a43a05d179276,9
24,5e329c93dc8c00d1,9
0,608c805214e9aa11,9
66,639c19fa94723c09,9
12,6580ca45016da93e,9
1,67345b91b1f945fb,9
11,681d8452b8101b9d,9
19,6a743a05bd7bcc74,9
66,6e4042fe44f264be,9
4,6fb9457cda8a1a89,9
4,70fe9ba2a28b0d39,9
14,7ab4c8a2940d025b,9
66,816f959cd5b7447a,9
66,824a9722cd571e8c,9
66,84b786ded2d2fbdb,9
9,8e459ce68d55521c,9
66,96d9805360ca55ae,9
12,9af468d75ed3d2bc,9
9,acf61fc742de8bc3,9
66,ad715211b09f133b,9
123,bb197917e3569dd2,9
66,bfb48923fd6e8911,9
0,bfbf05d5e6384b7f,9
9,bff92733d2b856e2,9
66,c005d3ecf6482a59,9
124,c20ec2c0c660245e,9
66,c489d526ddab5770,9
66,c503df2864e9e41c,9
66,c71f828943f02821,9
24,cf2ccf3e0757f099,9
123,cf6ea61642ed8e06,9
4,da93128961bd26e5,9
66,db7255934b3ba286,9
123,ea1b5aa182633cee,9
24,eb79cfbddcd716f6,9
7,f61c729476997cb9,9
66,f727b411bb3b9c34,9
66,fdd3f7a12410ccea,9
125,00f6033ce3da493e,10
94,0477a3c2857d327e,10
103,06a46b8615b68cfe,10
94,06bcb1ba7041eb09,10
126,081c03271730c984,10
50,0970c03aec0d35c8,10
127,0f5cd5a75440f393,10
52,100c5ef2714b3b00,10
29,105070e1459323fb,10
127,10f3f8a6d4046448,10
94,1194ee547b06743a,10
94,13ac86593a97f025,10
128,13df4d6acf8c8069,10
97,13e3c63fd55d59d9,10
89,159b042c5c3ebdff,10
25,16d0727d441c7b66,10
30,191e9c5c7d55998a,10
97,1aa24910306a0926,10
52,1d3776a0063bba19,10
127,1d874f61d7fd6f5b,10
46,1dffa9dd4e5142d7,10
98,246159bfc9c936f3,10
94,27301e7ca03d09aa,10
92,29fda944473cc143,10
98,2aa9f2c7f3724bf2,10
46,2c55531bcaf55cfe,10
94,3582e7154c2f50fc,10
94,399729641ea452f9,10
97,3b7711ae8b5af924,10
97,3b87ba5e474fe3e7,10
129,400176e80626c3db,10
99,411b37d850546375,10
94,483ef06103daf467,10
29,4a07bcaaa190a487,10
52,4abe116e1a6dfe4e,10
30,4c84e7e8bcd80fbf,10
94,4ca06202aa24f1ba,10
25,4ed86a52f0374da1,10
10,554aa7ba8991b776,10
94,5608fa013acb7134,10
30,57cd617e458dbf52,10
127,5ba014736ca83578,10
94,6333f8f56a045a22,10
93,63a9370413a7c128,10
25,651955a25eda4595,10
127,6d60e8de694f01d0,10
127,7257e1ee577726e9,10
127,734c66660783e5b0,10
52,77f5d646d79141cb,10
52,7880cabe66844159,10
127,7dc96bceb29ad57f,10
128,7fc01039dde0d59b,10
98,83c11acd41b5bf7b,10
98,8a1a8cd82509559e,10
94,8dcf1289e32ec417,10
127,918184081edb4fd4,10
94,958289542864734a,10
52,9bd61a71f66d3767,10
83,9faac2d248807910,10
128,a14865ad90126fc2,10
128,aa076cffefcafa4a,10
94,ac612342d84b701c,10
94,b12a31a7b76d1112,10
93,b410563e56d51ad9,10
86,b45d2a055a5144cd,10
85,b56da3e5218db83c,10
89,b70755c29d56df1d,10
97,b83e0905503ea5a8,10
89,bed9a5e53a8d33e5,10
128,c11d11daff7cb5c2,10
20,c48ab7314daca575,10
99,c74d16d22b8bf733,10
94,c7e0ba3bc9e1003e,10
30,cb4908b511e8ba5c,10
127,cc68470a21d207ee,10
127,cc74447a5bfa6af6,10
94,d1eeade5b008137c,10
94,d26f1ecff14b24d3,10
98,d3dfe0720bb468a4,10
127,d495605ae186a4c4,10
97,d4a655855852b783,10
94,dd35235725da3dbc,10
26,de4e59b05bcfe581,10
25,e340cdc468134c00,10
86,e3d9120883c1d39a,10
97,e65a9af07c8628a7,10
127,e868bf123047f4c4,10
32,e9cf0752258473ee,10
97,eafdea99630e915f,10
127,ef2a192b77a81c1e,10
127,f0c9838e492bc265,10
128,f4ea065a525e7d9a,10
125,fd54d0e7ca66f538,10
94,ffb41292669b0b83,10
79,00de491abff181f1,11
99,047c70dcc5ad301c,11
103,048f36e3dd4a9c3c,11
128,05117a98ab674110,11
130,055341a742b86159,11
98,0590649f80e10a2b,11
131,0a3a7a15cfbb83c4,11
132,0aed9be9d87eb141,11
127,0c4737449310ddb2,11
133,0cbb2dbd28572d76,11
52,0cf18e3553c21ecd,11
100,0f34987fa4564c33,11
127,181f176d9d5afd13,11
98,1ab46f5118f5808b,11
83,1c3fd62e36fbe94a,11
50,1d7494946d82b863,11
83,1ddeea4113a7295a,11
97,1e3422190b34df66,11
86,2613c45921161a59,11
127,26e0208061160f14,11
127,290e531bc690d214,11
98,292b6f1c444d79b0,11
64,297b29b7d005bea1,11
34,2dddc8f72d96dfad,11
94,2e684da434eeea9d,11
97,30621a91ebc282f3,11
52,349f5ab2f6243729,11
127,3589e8bc165ef942,11
26,37c517c86ba2f4f5,11
83,3996b7f9599bef11,11
6,39f77488e0ef4968,11
134,3b214d9f52607121,11
94,4d4f03cff3d77ec9,11
83,4dc13158eefd8851,11
127,5272ffc11a3a2d81,11
127,536762df715ba75d,11
135,57205ed9c1851719,11
83,57bad94ecc04ef93,11
83,5cb1e2d0b160e36d,11
